individual.ID,temp.Cat,treatment,Temp.C,umol.cm2.hr,rate.type,light_dark,fragment.ID
PV14,24,enriched,24.01858333,0.346975425,R,dark,PV14_D
PV14,24,enriched,24.04138776,0.907575327,NP,light,PV14_L
PV14,24,enriched,24.02998554,1.254550752,GP,light,PV14_L
PV14,28,enriched,28.03632,0.452088116,R,dark,PV14_D
PV14,28,enriched,27.98681633,0.969479598,NP,light,PV14_L
PV14,28,enriched,28.01156816,1.421567715,GP,light,PV14_L
PV14,30,enriched,30.050375,0.453179744,R,dark,PV14_D
PV14,30,enriched,30.06655102,1.055913168,NP,light,PV14_L
PV14,30,enriched,30.05846301,1.509092912,GP,light,PV14_L
PV14,32,enriched,31.84587755,0.514431842,R,dark,PV14_D
PV14,32,enriched,32.18979592,0.953772789,NP,light,PV14_L
PV14,32,enriched,32.01783673,1.46820463,GP,light,PV14_L
PV14,34,enriched,33.71502083,0.546031388,R,dark,PV14_D
PV14,34,enriched,34.00671429,0.742920163,NP,light,PV14_L
PV14,34,enriched,33.86086756,1.288951551,GP,light,PV14_L
PV14,36,enriched,35.68426415,0.57166746,R,dark,PV14_D
PV14,36,enriched,35.82666667,0.619433943,NP,light,PV14_L
PV14,36,enriched,35.75546541,1.191101404,GP,light,PV14_L
PV14,37,enriched,36.76269388,0.491252519,R,dark,PV14_D
PV14,37,enriched,37.0195102,0.197463044,NP,light,PV14_L
PV14,37,enriched,36.89110204,0.688715563,GP,light,PV14_L
PV14,38,enriched,38.0996875,0.439200762,R,dark,PV14_D
PV15,20,enriched,20.04183673,0.272938939,R,dark,PV15_D
PV15,20,enriched,20.20720408,0.859023541,NP,light,PV15_L
PV15,20,enriched,20.12452041,1.13196248,GP,light,PV15_L
PV15,22,enriched,21.94230612,0.324509518,R,dark,PV15_D
PV15,22,enriched,22.43081633,0.984927044,NP,light,PV15_L
PV15,22,enriched,22.18656122,1.309436562,GP,light,PV15_L
PV15,24,enriched,23.86485417,0.370357061,R,dark,PV15_D
PV15,24,enriched,23.98436735,1.081925233,NP,light,PV15_L
PV15,24,enriched,23.92461076,1.452282294,GP,light,PV15_L
PV15,28,enriched,27.89396,0.442343888,R,dark,PV15_D
PV15,28,enriched,27.95034694,1.113080033,NP,light,PV15_L
PV15,28,enriched,27.92215347,1.555423921,GP,light,PV15_L
PV15,30,enriched,29.98208163,0.492187898,R,dark,PV15_D
PV15,30,enriched,30.074,1.043652416,NP,light,PV15_L
PV15,30,enriched,30.02804082,1.535840313,GP,light,PV15_L
PV15,32,enriched,31.76720408,0.478740421,R,dark,PV15_D
PV15,32,enriched,32.11708163,0.91444795,NP,light,PV15_L
PV15,32,enriched,31.94214286,1.393188371,GP,light,PV15_L
PV15,34,enriched,33.57985417,0.577390494,R,dark,PV15_D
PV15,34,enriched,33.98183673,0.798974976,NP,light,PV15_L
PV15,34,enriched,33.78084545,1.37636547,GP,light,PV15_L
PV15,36,enriched,35.89409434,0.567647566,R,dark,PV15_D
PV15,36,enriched,35.87691837,0.518143821,NP,light,PV15_L
PV15,36,enriched,35.88550635,1.085791386,GP,light,PV15_L
PV15,37,enriched,36.75557143,0.486489763,R,dark,PV15_D
PV15,37,enriched,37.04714286,0.153888227,NP,light,PV15_L
PV15,37,enriched,36.90135714,0.64037799,GP,light,PV15_L
PV15,38,enriched,37.9615625,0.399065995,R,dark,PV15_D
PV16,20,enriched,20.09316327,0.322237898,R,dark,PV16_D
PV16,20,enriched,20.4085102,0.538964165,NP,light,PV16_L
PV16,20,enriched,20.25083673,0.861202064,GP,light,PV16_L
PV16,22,enriched,22.02557143,0.316213315,R,dark,PV16_D
PV16,22,enriched,22.49789796,0.733095905,NP,light,PV16_L
PV16,22,enriched,22.26173469,1.04930922,GP,light,PV16_L
PV16,24,enriched,24.06469388,0.353106463,R,dark,PV16_D
PV16,24,enriched,24.10479592,0.785049262,NP,light,PV16_L
PV16,24,enriched,24.0847449,1.138155725,GP,light,PV16_L
PV16,28,enriched,28.04202,0.423614266,R,dark,PV16_D
PV16,28,enriched,28.03269388,0.869986974,NP,light,PV16_L
PV16,28,enriched,28.03735694,1.293601241,GP,light,PV16_L
PV16,30,enriched,30.07295918,0.412636319,R,dark,PV16_D
PV16,30,enriched,30.11891837,0.889649634,NP,light,PV16_L
PV16,30,enriched,30.09593878,1.302285952,GP,light,PV16_L
PV16,32,enriched,31.89873469,0.451861944,R,dark,PV16_D
PV16,32,enriched,32.35187755,0.637496995,NP,light,PV16_L
PV16,32,enriched,32.12530612,1.089358939,GP,light,PV16_L
PV16,34,enriched,33.612125,0.477044368,R,dark,PV16_D
PV16,34,enriched,34.08318367,0.518694441,NP,light,PV16_L
PV16,34,enriched,33.84765434,0.995738808,GP,light,PV16_L
PV16,36,enriched,35.57398113,0.453616401,R,dark,PV16_D
PV16,36,enriched,35.90038776,0.434145638,NP,light,PV16_L
PV16,36,enriched,35.73718444,0.88776204,GP,light,PV16_L
PV16,37,enriched,36.86026531,0.380419273,R,dark,PV16_D
PV16,37,enriched,37.16785714,0.131448437,NP,light,PV16_L
PV16,37,enriched,37.01406122,0.51186771,GP,light,PV16_L
PV16,38,enriched,38.06516667,0.321798834,R,dark,PV16_D
PV2,20,enriched,20.04097959,0.453317574,R,dark,PV2_D
PV2,20,enriched,20.22810204,0.566997568,NP,light,PV2_L
PV2,20,enriched,20.13454082,1.020315142,GP,light,PV2_L
PV2,22,enriched,21.76934694,0.465039459,R,dark,PV2_D
PV2,22,enriched,22.15826531,0.732446979,NP,light,PV2_L
PV2,22,enriched,21.96380612,1.197486438,GP,light,PV2_L
PV2,24,enriched,23.87481633,0.516816409,R,dark,PV2_D
PV2,24,enriched,24.18730612,0.8273892,NP,light,PV2_L
PV2,24,enriched,24.03106122,1.344205609,GP,light,PV2_L
PV2,28,enriched,28.13738776,0.671607218,R,dark,PV2_D
PV2,28,enriched,28.04612245,0.967254274,NP,light,PV2_L
PV2,28,enriched,28.0917551,1.638861492,GP,light,PV2_L
PV2,30,enriched,29.98404082,0.721793649,R,dark,PV2_D
PV2,30,enriched,29.99359184,1.014062778,NP,light,PV2_L
PV2,30,enriched,29.98881633,1.735856427,GP,light,PV2_L
PV2,32,enriched,31.86883333,0.81400658,R,dark,PV2_D
PV2,32,enriched,31.95263265,0.943199345,NP,light,PV2_L
PV2,32,enriched,31.91073299,1.757205926,GP,light,PV2_L
PV2,34,enriched,33.96902041,0.825355642,R,dark,PV2_D
PV2,34,enriched,34.1697551,0.790054175,NP,light,PV2_L
PV2,34,enriched,34.06938776,1.615409817,GP,light,PV2_L
PV2,36,enriched,35.86867857,0.764919232,R,dark,PV2_D
PV2,36,enriched,35.88571429,0.464748233,NP,light,PV2_L
PV2,36,enriched,35.87719643,1.229667465,GP,light,PV2_L
PV2,37,enriched,36.89126531,0.606541834,R,dark,PV2_D
PV2,37,enriched,36.77220408,0.062902365,NP,light,PV2_L
PV2,37,enriched,36.83173469,0.669444198,GP,light,PV2_L
PV2,38,enriched,38.18332653,0.511736424,R,dark,PV2_D
PV2,39,enriched,39.04097959,0.467114984,R,dark,PV2_D
PV3,20,enriched,20.00136,0.728537412,R,dark,PV3_D
PV3,20,enriched,20.4065102,0.316303126,NP,light,PV3_L
PV3,20,enriched,20.2039351,1.044840538,GP,light,PV3_L
PV3,22,enriched,22.17040816,0.570036964,R,dark,PV3_D
PV3,22,enriched,22.18885714,0.41271132,NP,light,PV3_L
PV3,22,enriched,22.17963265,0.982748284,GP,light,PV3_L
PV3,24,enriched,24.14710204,0.640277105,R,dark,PV3_D
PV3,24,enriched,24.03457143,0.498038909,NP,light,PV3_L
PV3,24,enriched,24.09083673,1.138316014,GP,light,PV3_L
PV3,28,enriched,28.05802041,0.828194411,R,dark,PV3_D
PV3,28,enriched,28.34746939,0.558878657,NP,light,PV3_L
PV3,28,enriched,28.2027449,1.387073068,GP,light,PV3_L
PV3,30,enriched,30.08263265,0.902144954,R,dark,PV3_D
PV3,30,enriched,30.07607843,0.513325603,NP,light,PV3_L
PV3,30,enriched,30.07935554,1.415470557,GP,light,PV3_L
PV3,32,enriched,31.83908163,0.926542336,R,dark,PV3_D
PV3,32,enriched,31.98491837,0.483512909,NP,light,PV3_L
PV3,32,enriched,31.912,1.410055245,GP,light,PV3_L
PV3,34,enriched,33.85338776,1.141226819,R,dark,PV3_D
PV3,34,enriched,34.20038776,0.363869409,NP,light,PV3_L
PV3,34,enriched,34.02688776,1.505096228,GP,light,PV3_L
PV3,36,enriched,35.79642857,1.039475328,R,dark,PV3_D
PV3,36,enriched,35.99932,0.165190967,NP,light,PV3_L
PV3,36,enriched,35.89787429,1.204666295,GP,light,PV3_L
PV3,37,enriched,36.87171429,0.921254255,R,dark,PV3_D
PV3,37,enriched,36.76228571,0.011513263,NP,light,PV3_L
PV3,37,enriched,36.817,0.932767518,GP,light,PV3_L
PV3,38,enriched,38.1017551,0.80603845,R,dark,PV3_D
PV3,39,enriched,38.93071429,0.741685024,R,dark,PV3_D
PV4,20,enriched,20.15308163,0.303402,R,dark,PV4_D
PV4,20,enriched,20.34057143,0.352979478,NP,light,PV4_L
PV4,20,enriched,20.24682653,0.656381478,GP,light,PV4_L
PV4,22,enriched,22.05673469,0.328267063,R,dark,PV4_D
PV4,22,enriched,22.20522449,0.795105684,NP,light,PV4_L
PV4,22,enriched,22.13097959,1.123372747,GP,light,PV4_L
PV4,24,enriched,24.17588,0.378916882,R,dark,PV4_D
PV4,24,enriched,24.24918367,0.802223431,NP,light,PV4_L
PV4,24,enriched,24.21253184,1.181140313,GP,light,PV4_L
PV4,28,enriched,28.068,0.439262939,R,dark,PV4_D
PV4,28,enriched,28.14626,0.99630879,NP,light,PV4_L
PV4,28,enriched,28.10713,1.435571728,GP,light,PV4_L
PV4,30,enriched,29.96281633,0.499003705,R,dark,PV4_D
PV4,30,enriched,30.10710204,0.913431837,NP,light,PV4_L
PV4,30,enriched,30.03495918,1.412435542,GP,light,PV4_L
PV4,32,enriched,31.80834694,0.551704261,R,dark,PV4_D
PV4,32,enriched,31.94732653,0.863122187,NP,light,PV4_L
PV4,32,enriched,31.87783673,1.414826447,GP,light,PV4_L
PV4,34,enriched,34.00434694,0.66196667,R,dark,PV4_D
PV4,34,enriched,33.98053061,0.716299536,NP,light,PV4_L
PV4,34,enriched,33.99243878,1.378266206,GP,light,PV4_L
PV4,36,enriched,36.11595918,0.635701536,R,dark,PV4_D
PV4,36,enriched,36.08395918,0.304464218,NP,light,PV4_L
PV4,36,enriched,36.09995918,0.940165754,GP,light,PV4_L
PV4,37,enriched,36.82361224,0.538788105,R,dark,PV4_D
PV4,37,enriched,37.14254167,-0.150057116,NP,light,PV4_L
PV4,37,enriched,36.98307696,0.388730989,GP,light,PV4_L
PV4,38,enriched,38.06546939,0.497692853,R,dark,PV4_D
PV4,39,enriched,38.90261224,0.505856852,R,dark,PV4_D
PV5,20,enriched,20.19881633,0.414245863,R,dark,PV5_D
PV5,20,enriched,20.31795918,0.724747653,NP,light,PV5_L
PV5,20,enriched,20.25838776,1.138993516,GP,light,PV5_L
PV5,22,enriched,22.07710204,0.373955424,R,dark,PV5_D
PV5,22,enriched,22.26277551,1.110916034,NP,light,PV5_L
PV5,22,enriched,22.16993878,1.484871458,GP,light,PV5_L
PV5,24,enriched,24.2643,0.420055323,R,dark,PV5_D
PV5,24,enriched,24.1824898,1.140913403,NP,light,PV5_L
PV5,24,enriched,24.2233949,1.560968727,GP,light,PV5_L
PV5,28,enriched,28.19944898,0.484869635,R,dark,PV5_D
PV5,28,enriched,28.0282,1.086779808,NP,light,PV5_L
PV5,28,enriched,28.11382449,1.571649443,GP,light,PV5_L
PV5,30,enriched,29.95808163,0.584544822,R,dark,PV5_D
PV5,30,enriched,30.11787755,1.016774861,NP,light,PV5_L
PV5,30,enriched,30.03797959,1.601319684,GP,light,PV5_L
PV5,32,enriched,31.87216327,0.617869838,R,dark,PV5_D
PV5,32,enriched,31.97359184,0.981569126,NP,light,PV5_L
PV5,32,enriched,31.92287755,1.599438965,GP,light,PV5_L
PV5,34,enriched,33.90453061,0.760903908,R,dark,PV5_D
PV5,34,enriched,34.01706122,0.7658615,NP,light,PV5_L
PV5,34,enriched,33.96079592,1.526765408,GP,light,PV5_L
PV5,36,enriched,36.11885714,0.708076177,R,dark,PV5_D
PV5,36,enriched,36.10295918,0.41035428,NP,light,PV5_L
PV5,36,enriched,36.11090816,1.118430458,GP,light,PV5_L
PV5,37,enriched,36.87436735,0.618932585,R,dark,PV5_D
PV5,37,enriched,36.9796875,-0.003498051,NP,light,PV5_L
PV5,37,enriched,36.92702742,0.615434534,GP,light,PV5_L
PV5,38,enriched,38.09177551,0.54933752,R,dark,PV5_D
PV5,39,enriched,38.8969375,0.591025338,R,dark,PV5_D
PV6,20,enriched,19.96544,0.325786424,R,dark,PV6_D
PV6,20,enriched,20.27234694,0.460368399,NP,light,PV6_L
PV6,20,enriched,20.11889347,0.786154823,GP,light,PV6_L
PV6,22,enriched,21.81336735,0.273475889,R,dark,PV6_D
PV6,22,enriched,22.31614286,0.707592698,NP,light,PV6_L
PV6,22,enriched,22.0647551,0.981068587,GP,light,PV6_L
PV6,24,enriched,24.07826531,0.302993398,R,dark,PV6_D
PV6,24,enriched,24.03287755,0.886348381,NP,light,PV6_L
PV6,24,enriched,24.05557143,1.189341779,GP,light,PV6_L
PV6,28,enriched,27.78877551,0.351436028,R,dark,PV6_D
PV6,28,enriched,28.45653061,0.998728135,NP,light,PV6_L
PV6,28,enriched,28.12265306,1.350164163,GP,light,PV6_L
PV6,30,enriched,29.84163265,0.412683921,R,dark,PV6_D
PV6,30,enriched,30.1167451,1.006428361,NP,light,PV6_L
PV6,30,enriched,29.97918888,1.419112282,GP,light,PV6_L
PV6,32,enriched,31.76814286,0.468871629,R,dark,PV6_D
PV6,32,enriched,32.03030612,0.83550686,NP,light,PV6_L
PV6,32,enriched,31.89922449,1.304378489,GP,light,PV6_L
PV6,34,enriched,33.67283673,0.539416617,R,dark,PV6_D
PV6,34,enriched,34.21569388,0.704490326,NP,light,PV6_L
PV6,34,enriched,33.94426531,1.243906944,GP,light,PV6_L
PV6,36,enriched,35.74408163,0.531036309,R,dark,PV6_D
PV6,36,enriched,36.02688,0.375524566,NP,light,PV6_L
PV6,36,enriched,35.88548082,0.906560874,GP,light,PV6_L
PV6,37,enriched,36.75487755,0.475188427,R,dark,PV6_D
PV6,37,enriched,36.96240816,0.011387203,NP,light,PV6_L
PV6,37,enriched,36.85864286,0.48657563,GP,light,PV6_L
PV6,38,enriched,37.91271429,0.387598103,R,dark,PV6_D
PV6,39,enriched,38.74165306,0.396510728,R,dark,PV6_D
PV7,20,enriched,19.85334694,0.342000244,R,dark,PV7_D
PV7,20,enriched,20.11946939,0.641489474,NP,light,PV7_L
PV7,20,enriched,19.98640816,0.983489718,GP,light,PV7_L
PV7,22,enriched,21.6704898,0.417456626,R,dark,PV7_D
PV7,22,enriched,21.84791837,0.834652028,NP,light,PV7_L
PV7,22,enriched,21.75920408,1.252108654,GP,light,PV7_L
PV7,24,enriched,23.74128571,0.478871473,R,dark,PV7_D
PV7,24,enriched,24.0387551,0.905610884,NP,light,PV7_L
PV7,24,enriched,23.89002041,1.384482357,GP,light,PV7_L
PV7,28,enriched,27.98879592,0.611399003,R,dark,PV7_D
PV7,28,enriched,27.88030612,0.96521337,NP,light,PV7_L
PV7,28,enriched,27.93455102,1.576612373,GP,light,PV7_L
PV7,30,enriched,29.88516327,0.623276024,R,dark,PV7_D
PV7,30,enriched,29.82969388,0.966246003,NP,light,PV7_L
PV7,30,enriched,29.85742857,1.589522027,GP,light,PV7_L
PV7,32,enriched,31.71851852,0.714059772,R,dark,PV7_D
PV7,32,enriched,31.88479592,0.856029457,NP,light,PV7_L
PV7,32,enriched,31.80165722,1.570089229,GP,light,PV7_L
PV7,34,enriched,33.63263265,0.738433838,R,dark,PV7_D
PV7,34,enriched,34.03706122,0.597346176,NP,light,PV7_L
PV7,34,enriched,33.83484694,1.335780014,GP,light,PV7_L
PV7,36,enriched,35.91408929,0.74202325,R,dark,PV7_D
PV7,36,enriched,35.7597551,0.414263951,NP,light,PV7_L
PV7,36,enriched,35.83692219,1.156287201,GP,light,PV7_L
PV7,37,enriched,36.83457143,0.568322618,R,dark,PV7_D
PV7,37,enriched,36.59036735,0.090637229,NP,light,PV7_L
PV7,37,enriched,36.71246939,0.658959848,GP,light,PV7_L
PV7,38,enriched,38.02587755,0.51542322,R,dark,PV7_D
PV7,39,enriched,38.87885714,0.499559835,R,dark,PV7_D
PV8,20,enriched,20.14974,0.277727112,R,dark,PV8_D
PV8,20,enriched,20.20016327,0.361597427,NP,light,PV8_L
PV8,20,enriched,20.17495163,0.63932454,GP,light,PV8_L
PV8,22,enriched,22.07720408,0.237416076,R,dark,PV8_D
PV8,22,enriched,22.32102041,0.523481628,NP,light,PV8_L
PV8,22,enriched,22.19911224,0.760897703,GP,light,PV8_L
PV8,24,enriched,24.16487755,0.254911599,R,dark,PV8_D
PV8,24,enriched,24.1182449,0.700349951,NP,light,PV8_L
PV8,24,enriched,24.14156122,0.95526155,GP,light,PV8_L
PV8,28,enriched,28.1324898,0.294041824,R,dark,PV8_D
PV8,28,enriched,28.54371429,0.587267806,NP,light,PV8_L
PV8,28,enriched,28.33810204,0.881309629,GP,light,PV8_L
PV8,30,enriched,29.97581633,0.325904147,R,dark,PV8_D
PV8,30,enriched,30.15080392,0.744606569,NP,light,PV8_L
PV8,30,enriched,30.06331012,1.070510716,GP,light,PV8_L
PV8,32,enriched,31.95355102,0.376456997,R,dark,PV8_D
PV8,32,enriched,32.09928571,0.659953099,NP,light,PV8_L
PV8,32,enriched,32.02641837,1.036410096,GP,light,PV8_L
PV8,34,enriched,33.9307551,0.458454049,R,dark,PV8_D
PV8,34,enriched,34.28712245,0.592571361,NP,light,PV8_L
PV8,34,enriched,34.10893878,1.05102541,GP,light,PV8_L
PV8,36,enriched,35.92142857,0.4701514,R,dark,PV8_D
PV8,36,enriched,36.14864,0.371033191,NP,light,PV8_L
PV8,36,enriched,36.03503429,0.841184591,GP,light,PV8_L
PV8,37,enriched,36.67363265,0.434586178,R,dark,PV8_D
PV8,37,enriched,37.1542449,0.039941525,NP,light,PV8_L
PV8,37,enriched,36.91393878,0.474527703,GP,light,PV8_L
PV8,38,enriched,38.25640816,0.366962306,R,dark,PV8_D
PV8,39,enriched,39.09434694,0.33398133,R,dark,PV8_D
PV9,20,enriched,20.20104082,0.351141013,R,dark,PV9_D
PV9,20,enriched,20.09142857,0.378883125,NP,light,PV9_L
PV9,20,enriched,20.14623469,0.730024138,GP,light,PV9_L
PV9,22,enriched,22.11267347,0.341722018,R,dark,PV9_D
PV9,22,enriched,22.22636735,0.723232869,NP,light,PV9_L
PV9,22,enriched,22.16952041,1.064954887,GP,light,PV9_L
PV9,24,enriched,24.32692,0.408491712,R,dark,PV9_D
PV9,24,enriched,24.06014286,0.845139687,NP,light,PV9_L
PV9,24,enriched,24.19353143,1.253631399,GP,light,PV9_L
PV9,28,enriched,28.28455102,0.492179027,R,dark,PV9_D
PV9,28,enriched,28.08757143,0.741060624,NP,light,PV9_L
PV9,28,enriched,28.18606122,1.233239651,GP,light,PV9_L
PV9,30,enriched,30.05885714,0.550881618,R,dark,PV9_D
PV9,30,enriched,30.07255102,0.979064766,NP,light,PV9_L
PV9,30,enriched,30.06570408,1.529946384,GP,light,PV9_L
PV9,32,enriched,31.97408163,0.561660941,R,dark,PV9_D
PV9,32,enriched,31.93879592,0.630004316,NP,light,PV9_L
PV9,32,enriched,31.95643878,1.191665256,GP,light,PV9_L
PV9,34,enriched,34.10228571,0.698640177,R,dark,PV9_D
PV9,34,enriched,33.9465102,0.553778085,NP,light,PV9_L
PV9,34,enriched,34.02439796,1.252418261,GP,light,PV9_L
PV9,36,enriched,36.30267347,0.549162998,R,dark,PV9_D
PV9,36,enriched,36.06067347,0.260907061,NP,light,PV9_L
PV9,36,enriched,36.18167347,0.810070058,GP,light,PV9_L
PV9,37,enriched,37.02828571,0.434663386,R,dark,PV9_D
PV9,37,enriched,37.08810417,-0.253402535,NP,light,PV9_L
PV9,37,enriched,37.05819494,0.181260851,GP,light,PV9_L
PV9,38,enriched,37.99406122,0.353710132,R,dark,PV9_D
PV9,39,enriched,39.22685417,0.244674623,R,dark,PV9_D