paper_unit,paper_id,study_id,source,org_level,genus,species,temp,temp_units,ramp_duration,ramp_duration_units,ramp_rate_per_day,response_def,response_units ,gas,gas_unit,mass/area,time,error,error_type,sample_size,realm,exp_design,time_point,time_units,add_trt,add_value,ppfd,avg_ppfd,ppfd_units,metabolic_category,latitude,latitude_broad,cnidarian_type,avg_depth_m,depth_m,npp_value,r_value,gpp_value,npp_error,r_error,gpp_error,n
4,jurriaans2021,jurriaans2021,figure 2d,pop,Porites,cylindrica,27,C,10,days,0.5,photosynthesis rate,amol O2 hr^-1 cm^-2,O2,umol,cm^2,hr,0.32460733,SD,10,M ,lab,,,,,350,350,umol m^-2 s^-1,npp,-25,,hermatypic coral,10,10,0.966682532,0.590575916,,0.32460733,0.119371728,,10
4,jurriaans2021,jurriaans2021,figure 2d,pop,Porites,cylindrica,28,C,10,days,0.5,photosynthesis rate,amol O2 hr^-1 cm^-2,O2,umol,cm^2,hr,0.366492147,SD,10,M ,lab,,,,,350,350,umol m^-2 s^-1,npp,-25,,hermatypic coral,10,10,0.997693406,0.603141361,,0.366492147,0.157068063,,10
4,jurriaans2021,jurriaans2021,figure 2d,pop,Porites,cylindrica,28,C,10,days,0.5,photosynthesis rate,amol O2 hr^-1 cm^-2,O2,umol,cm^2,hr,0.429319372,SD,10,M ,lab,,,,,350,350,umol m^-2 s^-1,npp,-25,,hermatypic coral,10,10,1.112913265,0.703664921,,0.429319372,0.113089005,,10
4,jurriaans2021,jurriaans2021,figure 2d,pop,Porites,cylindrica,29,C,10,days,0.5,photosynthesis rate,amol O2 hr^-1 cm^-2,O2,umol,cm^2,hr,0.465968586,SD,10,M ,lab,,,,,350,350,umol m^-2 s^-1,npp,-25,,hermatypic coral,10,10,1.426610039,0.741361257,,0.465968586,0.188481675,,10
4,jurriaans2021,jurriaans2021,figure 2d,pop,Porites,cylindrica,30,C,10,days,0.5,photosynthesis rate,amol O2 hr^-1 cm^-2,O2,umol,cm^2,hr,0.45026178,SD,10,M ,lab,,,,,350,350,umol m^-2 s^-1,npp,-25,,hermatypic coral,10,10,1.237689013,0.898429319,,0.45026178,0.307853403,,10
4,jurriaans2021,jurriaans2021,figure 2d,pop,Porites,cylindrica,31,C,10,days,0.5,photosynthesis rate,amol O2 hr^-1 cm^-2,O2,umol,cm^2,hr,0.429301065,SD,10,M ,lab,,,,,350,350,umol m^-2 s^-1,npp,-25,,hermatypic coral,10,10,1.090652803,0.929842932,,0.429301065,0.326701571,,10
4,jurriaans2021,jurriaans2021,figure 2d,pop,Porites,cylindrica,32,C,10,days,0.5,photosynthesis rate,amol O2 hr^-1 cm^-2,O2,umol,cm^2,hr,0.418848168,SD,10,M ,lab,,,,,350,350,umol m^-2 s^-1,npp,-25,,hermatypic coral,10,10,1.111229085,0.791623037,,0.418848168,0.257591623,,10
4,jurriaans2021,jurriaans2021,figure 2d,pop,Porites,cylindrica,33,C,10,days,0.5,photosynthesis rate,amol O2 hr^-1 cm^-2,O2,umol,cm^2,hr,0.345549738,SD,10,M ,lab,,,,,350,350,umol m^-2 s^-1,npp,-25,,hermatypic coral,10,10,0.461575074,0.540314136,,0.345549738,0.153926702,,10
1,jurriaans2020,jurriaans2020,figure 2a,pop,Acropora,valenciennesi,19,C,10,days,0.5,net photosynthesis rate,umol O2 hr^-1 cm^-2,O2,umol,cm^2,hr,0.094977169,SD,10,M ,lab,,,season,winter,350,350,umol m^-2 s^-1,npp,-18,,hermatypic coral,5,6-Apr,0.153424658,0.094977169,,0.153424658,0.03652968,,10
1,jurriaans2020,jurriaans2020,figure 2a,pop,Acropora,valenciennesi,20,C,10,days,0.5,net photosynthesis rate,umol O2 hr^-1 cm^-2,O2,umol,cm^2,hr,0.098630137,SD,10,M ,lab,,,season,winter,350,350,umol m^-2 s^-1,npp,-18,,hermatypic coral,5,6-Apr,0.193607306,0.098630137,,0.193607306,0.047488584,,10
1,jurriaans2020,jurriaans2020,figure 2a,pop,Acropora,valenciennesi,21,C,10,days,0.5,net photosynthesis rate,umol O2 hr^-1 cm^-2,O2,umol,cm^2,hr,0.200913242,SD,10,M ,lab,,,season,winter,350,350,umol m^-2 s^-1,npp,-18,,hermatypic coral,5,6-Apr,0.336073059,0.200913242,,0.233789954,0.049315068,,10
1,jurriaans2020,jurriaans2020,figure 2a,pop,Acropora,valenciennesi,22,C,10,days,0.5,net photosynthesis rate,umol O2 hr^-1 cm^-2,O2,umol,cm^2,hr,0.15890411,SD,10,M ,lab,,,season,winter,350,350,umol m^-2 s^-1,npp,-18,,hermatypic coral,5,6-Apr,0.460273973,0.15890411,,0.248401826,0.058447489,,10
1,jurriaans2020,jurriaans2020,figure 2a,pop,Acropora,valenciennesi,23,C,10,days,0.5,net photosynthesis rate,umol O2 hr^-1 cm^-2,O2,umol,cm^2,hr,0.129680365,SD,10,M ,lab,,,season,winter,350,350,umol m^-2 s^-1,npp,-18,,hermatypic coral,5,6-Apr,0.452968037,0.129680365,,0.230136986,0.062100457,,10
1,jurriaans2020,jurriaans2020,figure 2a,pop,Acropora,valenciennesi,24,C,10,days,0.5,net photosynthesis rate,umol O2 hr^-1 cm^-2,O2,umol,cm^2,hr,0.146118721,SD,10,M ,lab,,,season,winter,350,350,umol m^-2 s^-1,npp,-18,,hermatypic coral,5,6-Apr,0.467579909,0.146118721,,0.292237443,0.109589041,,10
1,jurriaans2020,jurriaans2020,figure 2a,pop,Acropora,valenciennesi,24,C,10,days,0.5,net photosynthesis rate,umol O2 hr^-1 cm^-2,O2,umol,cm^2,hr,0.131506849,SD,10,M ,lab,,,season,winter,350,350,umol m^-2 s^-1,npp,-18,,hermatypic coral,5,6-Apr,0.526027397,0.131506849,,0.20456621,0.040182648,,10
1,jurriaans2020,jurriaans2020,figure 2a,pop,Acropora,valenciennesi,25,C,10,days,0.5,net photosynthesis rate,umol O2 hr^-1 cm^-2,O2,umol,cm^2,hr,0.131506849,SD,10,M ,lab,,,season,winter,350,350,umol m^-2 s^-1,npp,-18,,hermatypic coral,5,6-Apr,0.533333333,0.131506849,,0.343378995,0.105936073,,10
1,jurriaans2020,jurriaans2020,figure 2a,pop,Acropora,valenciennesi,26,C,10,days,0.5,net photosynthesis rate,umol O2 hr^-1 cm^-2,O2,umol,cm^2,hr,0.091324201,SD,10,M ,lab,,,season,winter,350,350,umol m^-2 s^-1,npp,-18,,hermatypic coral,5,6-Apr,0.434703196,0.091324201,,0.40913242,0.162557078,,10
1,jurriaans2020,jurriaans2020,figure 2a,pop,Acropora,valenciennesi,27,C,10,days,0.5,net photosynthesis rate,umol O2 hr^-1 cm^-2,O2,umol,cm^2,hr,0.116894977,SD,10,M ,lab,,,season,winter,350,350,umol m^-2 s^-1,npp,-18,,hermatypic coral,5,6-Apr,0.379908676,0.116894977,,0.365296804,0.116894977,,10
1,jurriaans2020,jurriaans2020,figure 2a,pop,Acropora,valenciennesi,28,C,10,days,0.5,net photosynthesis rate,umol O2 hr^-1 cm^-2,O2,umol,cm^2,hr,0.113242009,SD,10,M ,lab,,,season,winter,350,350,umol m^-2 s^-1,npp,-18,,hermatypic coral,5,6-Apr,0.24109589,0.113242009,,0.405479452,0.096803653,,10
1,jurriaans2020,jurriaans2020,figure 2a,pop,Acropora,valenciennesi,29,C,10,days,0.5,net photosynthesis rate,umol O2 hr^-1 cm^-2,O2,umol,cm^2,hr,0.131506849,SD,10,M ,lab,,,season,winter,350,350,umol m^-2 s^-1,npp,-18,,hermatypic coral,5,6-Apr,0.178995434,0.131506849,,0.431050228,0.173515982,,10
1,jurriaans2020,jurriaans2020,figure 2a,pop,Acropora,valenciennesi,30,C,10,days,0.5,net photosynthesis rate,umol O2 hr^-1 cm^-2,O2,umol,cm^2,hr,0.250228311,SD,10,M ,lab,,,season,winter,350,350,umol m^-2 s^-1,npp,-18,,hermatypic coral,5,6-Apr,0.233789954,0.250228311,,0.434703196,0.146118721,,10
1,jurriaans2020,jurriaans2020,figure 2a,pop,Acropora,valenciennesi,31,C,10,days,0.5,net photosynthesis rate,umol O2 hr^-1 cm^-2,O2,umol,cm^2,hr,0.140639269,SD,10,M ,lab,,,season,winter,350,350,umol m^-2 s^-1,npp,-18,,hermatypic coral,5,6-Apr,0.146118721,0.140639269,,0.555251142,0.197260274,,10
2,jurriaans2020,jurriaans2020,figure 2a,pop,Acropora,valenciennesi,23,C,10,days,0.5,net photosynthesis rate,umol O2 hr^-1 cm^-2,O2,umol,cm^2,hr,0.0456621,SD,10,M ,lab,,,season,summer,350,350,umol m^-2 s^-1,npp,-18,,hermatypic coral,5,6-Apr,0.248401826,0.0456621,,0.124200913,0.021917808,,10
2,jurriaans2020,jurriaans2020,figure 2a,pop,Acropora,valenciennesi,24,C,10,days,0.5,net photosynthesis rate,umol O2 hr^-1 cm^-2,O2,umol,cm^2,hr,0.051141553,SD,10,M ,lab,,,season,summer,350,350,umol m^-2 s^-1,npp,-18,,hermatypic coral,5,6-Apr,0.248401826,0.051141553,,0.124200913,0.021917808,,10
2,jurriaans2020,jurriaans2020,figure 2a,pop,Acropora,valenciennesi,25,C,10,days,0.5,net photosynthesis rate,umol O2 hr^-1 cm^-2,O2,umol,cm^2,hr,0.069406393,SD,10,M ,lab,,,season,summer,350,350,umol m^-2 s^-1,npp,-18,,hermatypic coral,5,6-Apr,0.263013699,0.069406393,,0.124200913,0.034703196,,10
2,jurriaans2020,jurriaans2020,figure 2a,pop,Acropora,valenciennesi,26,C,10,days,0.5,net photosynthesis rate,umol O2 hr^-1 cm^-2,O2,umol,cm^2,hr,0.054794521,SD,10,M ,lab,,,season,summer,350,350,umol m^-2 s^-1,npp,-18,,hermatypic coral,5,6-Apr,0.248401826,0.054794521,,0.127853881,0.02739726,,10
2,jurriaans2020,jurriaans2020,figure 2a,pop,Acropora,valenciennesi,27,C,10,days,0.5,net photosynthesis rate,umol O2 hr^-1 cm^-2,O2,umol,cm^2,hr,0.054794521,SD,10,M ,lab,,,season,summer,350,350,umol m^-2 s^-1,npp,-18,,hermatypic coral,5,6-Apr,0.237442922,0.054794521,,0.131506849,0.025570776,,10
2,jurriaans2020,jurriaans2020,figure 2a,pop,Acropora,valenciennesi,28,C,10,days,0.5,net photosynthesis rate,umol O2 hr^-1 cm^-2,O2,umol,cm^2,hr,0.029223744,SD,10,M ,lab,,,season,summer,350,350,umol m^-2 s^-1,npp,-18,,hermatypic coral,5,6-Apr,0.189954338,0.029223744,,0.182648402,0.049315068,,10
2,jurriaans2020,jurriaans2020,figure 2a,pop,Acropora,valenciennesi,29,C,10,days,0.5,net photosynthesis rate,umol O2 hr^-1 cm^-2,O2,umol,cm^2,hr,0.084018265,SD,10,M ,lab,,,season,summer,350,350,umol m^-2 s^-1,npp,-18,,hermatypic coral,5,6-Apr,0.248401826,0.084018265,,0.244748858,0.054794521,,10
2,jurriaans2020,jurriaans2020,figure 2a,pop,Acropora,valenciennesi,29,C,10,days,0.5,net photosynthesis rate,umol O2 hr^-1 cm^-2,O2,umol,cm^2,hr,0.131506849,SD,10,M ,lab,,,season,summer,350,350,umol m^-2 s^-1,npp,-18,,hermatypic coral,5,6-Apr,0.299543379,0.131506849,,0.124200913,0.03652968,,10
2,jurriaans2020,jurriaans2020,figure 2a,pop,Acropora,valenciennesi,30,C,10,days,0.5,net photosynthesis rate,umol O2 hr^-1 cm^-2,O2,umol,cm^2,hr,0.124200913,SD,10,M ,lab,,,season,summer,350,350,umol m^-2 s^-1,npp,-18,,hermatypic coral,5,6-Apr,0.336073059,0.124200913,,0.252054795,0.043835616,,10
2,jurriaans2020,jurriaans2020,figure 2a,pop,Acropora,valenciennesi,31,C,10,days,0.5,net photosynthesis rate,umol O2 hr^-1 cm^-2,O2,umol,cm^2,hr,0.113242009,SD,10,M ,lab,,,season,summer,350,350,umol m^-2 s^-1,npp,-18,,hermatypic coral,5,6-Apr,0.310502283,0.113242009,,0.266666667,0.067579909,,10
2,jurriaans2020,jurriaans2020,figure 2a,pop,Acropora,valenciennesi,32,C,10,days,0.5,net photosynthesis rate,umol O2 hr^-1 cm^-2,O2,umol,cm^2,hr,0.109589041,SD,10,M ,lab,,,season,summer,350,350,umol m^-2 s^-1,npp,-18,,hermatypic coral,5,6-Apr,0.259360731,0.109589041,,0.284931507,0.051141553,,10
2,jurriaans2020,jurriaans2020,figure 2a,pop,Acropora,valenciennesi,33,C,10,days,0.5,net photosynthesis rate,umol O2 hr^-1 cm^-2,O2,umol,cm^2,hr,0.098630137,SD,10,M ,lab,,,season,summer,350,350,umol m^-2 s^-1,npp,-18,,hermatypic coral,5,6-Apr,0.211872146,0.098630137,,0.314155251,0.060273973,,10
2,jurriaans2020,jurriaans2020,figure 2a,pop,Acropora,valenciennesi,34,C,10,days,0.5,net photosynthesis rate,umol O2 hr^-1 cm^-2,O2,umol,cm^2,hr,0.069406393,SD,10,M ,lab,,,season,summer,350,350,umol m^-2 s^-1,npp,-18,,hermatypic coral,5,6-Apr,0.025570776,0.069406393,,0.259360731,0.060273973,,10
3,jurriaans2020,jurriaans2020,figure 2b,pop,Porites,cylindrica,19,C,10,days,0.5,net photosynthesis rate,umol O2 hr^-1 cm^-2,O2,umol,cm^2,hr,0.090497738,SD,10,M ,lab,,,season,winter,350,350,umol m^-2 s^-1,npp,-18,,hermatypic coral,5,6-Apr,0.36561086,0.090497738,,0.152727273,0.038181818,,10
3,jurriaans2020,jurriaans2020,figure 2b,pop,Porites,cylindrica,20,C,10,days,0.5,net photosynthesis rate,umol O2 hr^-1 cm^-2,O2,umol,cm^2,hr,0.092307692,SD,10,M ,lab,,,season,winter,350,350,umol m^-2 s^-1,npp,-18,,hermatypic coral,5,6-Apr,0.376470588,0.092307692,,0.2,0.056363636,,10
3,jurriaans2020,jurriaans2020,figure 2b,pop,Porites,cylindrica,21,C,10,days,0.5,net photosynthesis rate,umol O2 hr^-1 cm^-2,O2,umol,cm^2,hr,0.085067873,SD,10,M ,lab,,,season,winter,350,350,umol m^-2 s^-1,npp,-18,,hermatypic coral,5,6-Apr,0.36199095,0.085067873,,0.24,0.067272727,,10
3,jurriaans2020,jurriaans2020,figure 2b,pop,Porites,cylindrica,22,C,10,days,0.5,net photosynthesis rate,umol O2 hr^-1 cm^-2,O2,umol,cm^2,hr,0.159276018,SD,10,M ,lab,,,season,winter,350,350,umol m^-2 s^-1,npp,-18,,hermatypic coral,5,6-Apr,0.36199095,0.159276018,,0.327272727,0.083636364,,10
3,jurriaans2020,jurriaans2020,figure 2b,pop,Porites,cylindrica,23,C,10,days,0.5,net photosynthesis rate,umol O2 hr^-1 cm^-2,O2,umol,cm^2,hr,0.119457014,SD,10,M ,lab,,,season,winter,350,350,umol m^-2 s^-1,npp,-18,,hermatypic coral,5,6-Apr,0.445248869,0.119457014,,0.305454545,0.063636364,,10
3,jurriaans2020,jurriaans2020,figure 2b,pop,Porites,cylindrica,24,C,10,days,0.5,net photosynthesis rate,umol O2 hr^-1 cm^-2,O2,umol,cm^2,hr,0.108597285,SD,10,M ,lab,,,season,winter,350,350,umol m^-2 s^-1,npp,-18,,hermatypic coral,5,6-Apr,0.43800905,0.108597285,,0.265454545,0.072727273,,10
3,jurriaans2020,jurriaans2020,figure 2b,pop,Porites,cylindrica,24,C,10,days,0.5,net photosynthesis rate,umol O2 hr^-1 cm^-2,O2,umol,cm^2,hr,0.112217195,SD,10,M ,lab,,,season,winter,350,350,umol m^-2 s^-1,npp,-18,,hermatypic coral,5,6-Apr,0.380090498,0.112217195,,0.301818182,0.063636364,,10
3,jurriaans2020,jurriaans2020,figure 2b,pop,Porites,cylindrica,25,C,10,days,0.5,net photosynthesis rate,umol O2 hr^-1 cm^-2,O2,umol,cm^2,hr,0.047058824,SD,10,M ,lab,,,season,winter,350,350,umol m^-2 s^-1,npp,-18,,hermatypic coral,5,6-Apr,0.333031674,0.047058824,,0.294545455,0.083636364,,10
3,jurriaans2020,jurriaans2020,figure 2b,pop,Porites,cylindrica,26,C,10,days,0.5,net photosynthesis rate,umol O2 hr^-1 cm^-2,O2,umol,cm^2,hr,0.085067873,SD,10,M ,lab,,,season,winter,350,350,umol m^-2 s^-1,npp,-18,,hermatypic coral,5,6-Apr,0.199095023,0.085067873,,0.323636364,0.054545455,,10
3,jurriaans2020,jurriaans2020,figure 2b,pop,Porites,cylindrica,27,C,10,days,0.5,net photosynthesis rate,umol O2 hr^-1 cm^-2,O2,umol,cm^2,hr,0.074208145,SD,10,M ,lab,,,season,winter,350,350,umol m^-2 s^-1,npp,-18,,hermatypic coral,5,6-Apr,0.300452489,0.074208145,,0.334545455,0.06,,10
3,jurriaans2020,jurriaans2020,figure 2b,pop,Porites,cylindrica,28,C,10,days,0.5,net photosynthesis rate,umol O2 hr^-1 cm^-2,O2,umol,cm^2,hr,0.083257919,SD,10,M ,lab,,,season,winter,350,350,umol m^-2 s^-1,npp,-18,,hermatypic coral,5,6-Apr,0.249773756,0.083257919,,0.378181818,0.103636364,,10
3,jurriaans2020,jurriaans2020,figure 2b,pop,Porites,cylindrica,29,C,10,days,0.5,net photosynthesis rate,umol O2 hr^-1 cm^-2,O2,umol,cm^2,hr,0.137556561,SD,10,M ,lab,,,season,winter,350,350,umol m^-2 s^-1,npp,-18,,hermatypic coral,5,6-Apr,0.209954751,0.137556561,,0.381818182,0.067272727,,10
3,jurriaans2020,jurriaans2020,figure 2b,pop,Porites,cylindrica,30,C,10,days,0.5,net photosynthesis rate,umol O2 hr^-1 cm^-2,O2,umol,cm^2,hr,0.061538462,SD,10,M ,lab,,,season,winter,350,350,umol m^-2 s^-1,npp,-18,,hermatypic coral,5,6-Apr,0.162895928,0.061538462,,0.410909091,0.118181818,,10
3,jurriaans2020,jurriaans2020,figure 2b,pop,Porites,cylindrica,31,C,10,days,0.5,net photosynthesis rate,umol O2 hr^-1 cm^-2,O2,umol,cm^2,hr,0.043438914,SD,10,M ,lab,,,season,winter,350,350,umol m^-2 s^-1,npp,-18,,hermatypic coral,5,6-Apr,0.101357466,0.043438914,,0.498181818,0.145454545,,10
4,jurriaans2020,jurriaans2020,figure 2b,pop,Porites,cylindrica,23,C,10,days,0.5,net photosynthesis rate,umol O2 hr^-1 cm^-2,O2,umol,cm^2,hr,0.028959276,SD,10,M ,lab,,,season,summer,350,350,umol m^-2 s^-1,npp,-18,,hermatypic coral,5,6-Apr,0.235294118,0.028959276,,0.127272727,0.02,,10
4,jurriaans2020,jurriaans2020,figure 2b,pop,Porites,cylindrica,24,C,10,days,0.5,net photosynthesis rate,umol O2 hr^-1 cm^-2,O2,umol,cm^2,hr,0.041628959,SD,10,M ,lab,,,season,summer,350,350,umol m^-2 s^-1,npp,-18,,hermatypic coral,5,6-Apr,0.242533937,0.041628959,,0.156363636,0.036363636,,10
4,jurriaans2020,jurriaans2020,figure 2b,pop,Porites,cylindrica,25,C,10,days,0.5,net photosynthesis rate,umol O2 hr^-1 cm^-2,O2,umol,cm^2,hr,0.025339367,SD,10,M ,lab,,,season,summer,350,350,umol m^-2 s^-1,npp,-18,,hermatypic coral,5,6-Apr,0.246153846,0.025339367,,0.16,0.04,,10
4,jurriaans2020,jurriaans2020,figure 2b,pop,Porites,cylindrica,26,C,10,days,0.5,net photosynthesis rate,umol O2 hr^-1 cm^-2,O2,umol,cm^2,hr,0.039819005,SD,10,M ,lab,,,season,summer,350,350,umol m^-2 s^-1,npp,-18,,hermatypic coral,5,6-Apr,0.228054299,0.039819005,,0.174545455,0.050909091,,10
4,jurriaans2020,jurriaans2020,figure 2b,pop,Porites,cylindrica,27,C,10,days,0.5,net photosynthesis rate,umol O2 hr^-1 cm^-2,O2,umol,cm^2,hr,0.036199095,SD,10,M ,lab,,,season,summer,350,350,umol m^-2 s^-1,npp,-18,,hermatypic coral,5,6-Apr,0.224434389,0.036199095,,0.174545455,0.041818182,,10
4,jurriaans2020,jurriaans2020,figure 2b,pop,Porites,cylindrica,28,C,10,days,0.5,net photosynthesis rate,umol O2 hr^-1 cm^-2,O2,umol,cm^2,hr,0.047058824,SD,10,M ,lab,,,season,summer,350,350,umol m^-2 s^-1,npp,-18,,hermatypic coral,5,6-Apr,0.191855204,0.047058824,,0.192727273,0.067272727,,10
4,jurriaans2020,jurriaans2020,figure 2b,pop,Porites,cylindrica,29,C,10,days,0.5,net photosynthesis rate,umol O2 hr^-1 cm^-2,O2,umol,cm^2,hr,0.03438914,SD,10,M ,lab,,,season,summer,350,350,umol m^-2 s^-1,npp,-18,,hermatypic coral,5,6-Apr,0.177375566,0.03438914,,0.203636364,0.065454545,,10
4,jurriaans2020,jurriaans2020,figure 2b,pop,Porites,cylindrica,29,C,10,days,0.5,net photosynthesis rate,umol O2 hr^-1 cm^-2,O2,umol,cm^2,hr,0.036199095,SD,10,M ,lab,,,season,summer,350,350,umol m^-2 s^-1,npp,-18,,hermatypic coral,5,6-Apr,0.22081448,0.036199095,,0.130909091,0.030909091,,10
4,jurriaans2020,jurriaans2020,figure 2b,pop,Porites,cylindrica,30,C,10,days,0.5,net photosynthesis rate,umol O2 hr^-1 cm^-2,O2,umol,cm^2,hr,0.043438914,SD,10,M ,lab,,,season,summer,350,350,umol m^-2 s^-1,npp,-18,,hermatypic coral,5,6-Apr,0.126696833,0.043438914,,0.192727273,0.047272727,,10
4,jurriaans2020,jurriaans2020,figure 2b,pop,Porites,cylindrica,31,C,10,days,0.5,net photosynthesis rate,umol O2 hr^-1 cm^-2,O2,umol,cm^2,hr,0.048868778,SD,10,M ,lab,,,season,summer,350,350,umol m^-2 s^-1,npp,-18,,hermatypic coral,5,6-Apr,0.152036199,0.048868778,,0.185454545,0.032727273,,10
4,jurriaans2020,jurriaans2020,figure 2b,pop,Porites,cylindrica,32,C,10,days,0.5,net photosynthesis rate,umol O2 hr^-1 cm^-2,O2,umol,cm^2,hr,0.03800905,SD,10,M ,lab,,,season,summer,350,350,umol m^-2 s^-1,npp,-18,,hermatypic coral,5,6-Apr,0.14841629,0.03800905,,0.203636364,0.047272727,,10
4,jurriaans2020,jurriaans2020,figure 2b,pop,Porites,cylindrica,33,C,10,days,0.5,net photosynthesis rate,umol O2 hr^-1 cm^-2,O2,umol,cm^2,hr,0.03800905,SD,10,M ,lab,,,season,summer,350,350,umol m^-2 s^-1,npp,-18,,hermatypic coral,5,6-Apr,0.14841629,0.03800905,,0.210909091,0.049090909,,10
4,jurriaans2020,jurriaans2020,figure 2b,pop,Porites,cylindrica,34,C,10,days,0.5,net photosynthesis rate,umol O2 hr^-1 cm^-2,O2,umol,cm^2,hr,0.025339367,SD,10,M ,lab,,,season,summer,350,350,umol m^-2 s^-1,npp,-18,,hermatypic coral,5,6-Apr,0.101357466,0.025339367,,0.163636364,0.032727273,,10
1,zelli2023,zelli2023,figure 2a,pop,Pinnigorgia ,flava,26,C,21,days,0,oxygen production,umol O2 hr^-1 cm^-2,O2,umol,cm^2,hr,0.343558282,SEM,3,M ,lab,,,,,120.8,120.8,umol m^-2 s^-1,npp,0,,soft coral,10,,0.568507157,0.81390593,,0.343558282,0.654396728,,3
